name,status,recommended classification,mass,detection method,year fell or found,latitude,longitude
Northwest Africa 7258,Valid,Martian (shergottite),310.0,Found,2011,0.0,0.0
Northwest Africa 7259,Valid,Eucrite-pmict,73.2,Found,2011,0.0,0.0
Northwest Africa 726,Valid,H4,354.0,Found,,31.03333,-4.0
Northwest Africa 7260,Valid,R4,340.0,Found,2012,0.0,0.0
Northwest Africa 7261,Valid,CV3,202.0,Found,2010,0.0,0.0
Northwest Africa 7262,Valid,Lunar (feldsp. breccia),413.0,Found,2012,0.0,0.0
Northwest Africa 7267,Valid,L-melt breccia,654.0,Found,2012,0.0,0.0
Northwest Africa 7268,Valid,Ureilite,220.0,Found,2012,0.0,0.0
Northwest Africa 7269,Valid,Eucrite-mmict,787.0,Found,2012,0.0,0.0
Northwest Africa 727,Valid,L4,364.0,Found,1998,30.33333,-5.75
Northwest Africa 7271,Valid,CO3,78.0,Found,2011,0.0,0.0
Northwest Africa 7272,Valid,Martian (shergottite),58.7,Found,2012,0.0,0.0
Northwest Africa 7273,Valid,LL6,115.0,Found,2012,0.0,0.0
Northwest Africa 7274,Valid,Lunar (feldsp. breccia),372.6,Found,2012,0.0,0.0
Northwest Africa 7275,Valid,CV3,197.0,Found,2012,0.0,0.0
Northwest Africa 7276,Valid,Ureilite,380.0,Found,2012,0.0,0.0
Northwest Africa 7277,Valid,LL6,342.0,Found,2004,0.0,0.0
Northwest Africa 7278,Valid,L4,84.9,Found,2011,0.0,0.0
Northwest Africa 7279,Valid,Howardite,50.4,Found,2011,0.0,0.0
Northwest Africa 728,Valid,L4,454.0,Found,1998,30.33333,-5.75
Northwest Africa 7280,Valid,Diogenite,246.0,Found,2011,0.0,0.0
Northwest Africa 7281,Valid,Eucrite,20.04,Found,2012,0.0,0.0
Northwest Africa 7282,Valid,LL6,40.0,Found,2011,0.0,0.0
Northwest Africa 7283,Valid,LL6,188.0,Found,2011,0.0,0.0
Northwest Africa 7284,Valid,Diogenite,113.42,Found,2012,0.0,0.0
Northwest Africa 7285,Valid,Eucrite,220.0,Found,2011,0.0,0.0
Northwest Africa 7286,Valid,LL4,102.0,Found,2011,0.0,0.0
Northwest Africa 729,Valid,L5,319.0,Found,1998,30.33333,-5.75
Northwest Africa 7298,Valid,H3.8,35.1,Found,2005,0.0,0.0
Northwest Africa 7299,Valid,Brachinite,20.0,Found,2011,0.0,0.0
Northwest Africa 730,Valid,L4,150.0,Found,1998,30.33333,-5.75
Northwest Africa 7303,Valid,R3-5,18.3,Found,2011,0.0,0.0
Northwest Africa 7304,Valid,Ureilite,272.0,Found,2009,0.0,0.0
Northwest Africa 7308,Valid,LL3,264.0,Found,2012,0.0,0.0
Northwest Africa 731,Valid,H4,380.0,Found,1999,30.33333,-5.75
Northwest Africa 7312,Valid,Lodranite,778.0,Found,2012,0.0,0.0
Northwest Africa 7313,Valid,LL6,777.0,Found,2012,0.0,0.0
Northwest Africa 7314,Valid,LL6,147.0,Found,2012,0.0,0.0
Northwest Africa 7315,Valid,Eucrite,80.3,Found,2012,0.0,0.0
Northwest Africa 7319,Valid,L5-melt breccia,6414.0,Found,2012,0.0,0.0
Northwest Africa 732,Valid,H5,580.0,Found,1999,30.55,-4.96667
Northwest Africa 7320,Valid,Martian (shergottite),52.0,Found,2011,0.0,0.0
Northwest Africa 7321,Valid,Acapulcoite,109.0,Found,2012,0.0,0.0
Northwest Africa 7322,Valid,H4,109.0,Found,2012,0.0,0.0
Northwest Africa 7323,Valid,LL3,501.0,Found,2012,0.0,0.0
Northwest Africa 7325,Valid,Achondrite-ung,345.0,Found,2012,0.0,0.0
Northwest Africa 7326,Valid,Eucrite-mmict,60.1,Found,2004,0.0,0.0
Northwest Africa 7327,Valid,H/L5,217.44,Found,2012,0.0,0.0
Northwest Africa 7328,Valid,H4,493.18,Found,2012,0.0,0.0
Northwest Africa 7329,Valid,Howardite,145.77,Found,2012,0.0,0.0
Northwest Africa 733,Valid,L5,319.0,Found,1999,32.33333,-3.5
Northwest Africa 7330,Valid,Eucrite-cm,111.07,Found,2012,0.0,0.0
Northwest Africa 7331,Valid,Howardite,63.21,Found,2012,0.0,0.0
Northwest Africa 7332,Valid,CV3,59.3,Found,2012,0.0,0.0
Northwest Africa 7333,Valid,Ureilite,88.0,Found,2011,0.0,0.0
Northwest Africa 7334,Valid,Eucrite,82.55,Found,2012,0.0,0.0
Northwest Africa 7335,Valid,"Iron, ungrouped",4908.0,Found,2009,0.0,0.0
Northwest Africa 7336,Valid,L6,18000.0,Found,2012,0.0,0.0
Northwest Africa 7337,Valid,LL4,86.0,Found,2011,0.0,0.0
Northwest Africa 7338,Valid,LL4,58.0,Found,2011,0.0,0.0
Northwest Africa 7339,Valid,L5,243.0,Found,2011,0.0,0.0
Northwest Africa 734,Valid,L5,1150.0,Found,1999,32.33333,-3.5
Northwest Africa 7340,Valid,L4,49.7,Found,2011,0.0,0.0
Northwest Africa 7341,Valid,L4,56.0,Found,2011,0.0,0.0
Northwest Africa 7342,Valid,H4,55.0,Found,2011,0.0,0.0
Northwest Africa 7343,Valid,L4,450.0,Found,2011,0.0,0.0
Northwest Africa 7345,Valid,L4,314.0,Found,2011,0.0,0.0
Northwest Africa 7346,Valid,LL6,269.3,Found,2009,0.0,0.0
Northwest Africa 7347,Valid,L6-melt breccia,1537.0,Found,2012,0.0,0.0
Northwest Africa 7348,Valid,LL6,1519.0,Found,2012,0.0,0.0
Northwest Africa 7349,Valid,Ureilite,187.12,Found,2012,0.0,0.0
Northwest Africa 735,Valid,CK4,161.0,Found,1999,30.61667,-4.11667
Northwest Africa 7350,Valid,Mesosiderite-B2,37.48,Found,2012,0.0,0.0
Northwest Africa 7367,Valid,Eucrite-cm,35.59,Found,2012,0.0,0.0
Northwest Africa 7368,Valid,H4,1289.39,Found,2012,0.0,0.0
Northwest Africa 7369,Valid,R5,650.0,Found,2007,22.2,-13.15
Northwest Africa 7370,Valid,Diogenite-olivine,2290.0,Found,2009,22.83333,-6.18333
Northwest Africa 7371,Valid,L~5,15.5,Found,2012,0.0,0.0
Northwest Africa 7372,Valid,L~6,18.9,Found,2009,0.0,0.0
Northwest Africa 7373,Valid,L~6,193.8,Found,2011,0.0,0.0
Northwest Africa 7374,Valid,L~6,20.6,Found,2009,0.0,0.0
Northwest Africa 7375,Valid,L~6,23.4,Found,2009,0.0,0.0
Northwest Africa 7376,Valid,L~6,27.7,Found,2009,0.0,0.0
Northwest Africa 7377,Valid,LL~6,39.9,Found,2009,0.0,0.0
Northwest Africa 7378,Valid,L~4-6,45.0,Found,2009,0.0,0.0
Northwest Africa 7379,Valid,L~6,52.4,Found,2009,0.0,0.0
Northwest Africa 7380,Valid,LL~5,61.7,Found,2012,0.0,0.0
Northwest Africa 7381,Valid,H~5,76.59999999999998,Found,2011,0.0,0.0
Northwest Africa 7382,Valid,LL7,40.2,Found,2012,0.0,0.0
Northwest Africa 7383,Valid,Eucrite,329.0,Found,2012,0.0,0.0
Northwest Africa 7384,Valid,Acapulcoite,125.0,Found,2010,0.0,0.0
Northwest Africa 7385,Valid,Eucrite,51.69,Found,2012,0.0,0.0
Northwest Africa 7386,Valid,Mesosiderite,131.0,Found,2011,0.0,0.0
Northwest Africa 7387,Valid,Martian (shergottite),392.0,Found,2012,0.0,0.0
Northwest Africa 7388,Valid,Brachinite,50.8,Found,2007,0.0,0.0
Northwest Africa 7389,Valid,L6,375.0,Found,2008,0.0,0.0
Northwest Africa 7390,Valid,LL6,28.4,Found,2008,0.0,0.0
Northwest Africa 7391,Valid,L5,640.0,Found,2003,0.0,0.0
Northwest Africa 7392,Valid,L6,365.0,Found,2002,0.0,0.0
Northwest Africa 7393,Valid,L6,2490.0,Found,2008,0.0,0.0
Northwest Africa 7394,Valid,LL6,14.6,Found,2008,0.0,0.0
Northwest Africa 7395,Valid,L6,130.2,Found,2007,0.0,0.0
Northwest Africa 7397,Valid,Martian (shergottite),2130.0,Found,2012,0.0,0.0
Northwest Africa 740,Valid,H5,1000.0,Found,2000,30.25,-4.41667
Northwest Africa 7401,Valid,EL6,995.59,Found,2012,0.0,0.0
Northwest Africa 7403,Valid,LL6,53.0,Found,2004,0.0,0.0
Northwest Africa 7404,Valid,H6,52.3,Found,2005,0.0,0.0
Northwest Africa 7407,Valid,L5,136.2,Found,2010,0.0,0.0
Northwest Africa 7408,Valid,LL6,89.7,Found,2010,0.0,0.0
Northwest Africa 741,Valid,H6,989.0,Found,2000,30.25,-4.41667
Northwest Africa 7410,Valid,L5,43.7,Found,2011,0.0,0.0
Northwest Africa 7412,Valid,H4,89.62,Found,2011,0.0,0.0
Northwest Africa 7414,Valid,H4,168.75,Found,2011,0.0,0.0
Northwest Africa 7428,Valid,L6-melt breccia,1830.0,Found,2012,0.0,0.0
Northwest Africa 7429,Valid,L4,5440.0,Found,2012,0.0,0.0
Northwest Africa 7446,Valid,LL5,270.0,Found,2000,0.0,0.0
Northwest Africa 7447,Valid,EL5,170.0,Found,2007,0.0,0.0
Northwest Africa 7448,Valid,L6,140.0,Found,2003,0.0,0.0
Northwest Africa 7449,Valid,L6,405.0,Found,2009,24.13333,-13.16667
Northwest Africa 7450,Valid,LL6,151.17,Found,2012,0.0,0.0
Northwest Africa 7452,Valid,L5,1844.0,Found,2012,0.0,0.0
Northwest Africa 7455,Valid,H4,648.0,Found,2012,0.0,0.0
Northwest Africa 7456,Valid,L5,2282.0,Found,2012,0.0,0.0
Northwest Africa 7459,Valid,LL4,264.0,Found,2012,0.0,0.0
Northwest Africa 7460,Valid,L4,1481.0,Found,2012,0.0,0.0
Northwest Africa 7462,Valid,L4,1521.0,Found,2012,0.0,0.0
Northwest Africa 7463,Valid,L6,400.19,Found,2012,0.0,0.0
Northwest Africa 7475,Valid,Martian (basaltic breccia),80.2,Found,2012,0.0,0.0
Northwest Africa 7476,Valid,L6,562.32,Found,2012,0.0,0.0
Northwest Africa 7477,Valid,L3.9,616.18,Found,2012,0.0,0.0
Northwest Africa 7478,Valid,LL6,136.35,Found,2012,0.0,0.0
Northwest Africa 7479,Valid,CV3,1004.18,Found,2012,0.0,0.0
Northwest Africa 7480,Valid,L5,58.0,Found,2009,0.0,0.0
Northwest Africa 7481,Valid,L6,45.5,Found,2009,0.0,0.0
Northwest Africa 7482,Valid,H5,27.5,Found,2009,0.0,0.0
Northwest Africa 7483,Valid,H4,58.5,Found,2009,0.0,0.0
Northwest Africa 7484,Valid,Howardite,428.0,Found,2012,0.0,0.0
Northwest Africa 7485,Valid,Eucrite-mmict,360.12,Found,2012,0.0,0.0
Northwest Africa 7486,Valid,L4,1630.0,Found,2009,0.0,0.0
Northwest Africa 7487,Valid,H4,404.61,Found,2012,0.0,0.0
Northwest Africa 7488,Valid,Eucrite,259.0,Found,2012,0.0,0.0
Northwest Africa 7489,Valid,R3.5-4,248.0,Found,2012,0.0,0.0
Northwest Africa 7490,Valid,Diogenite,1050.0,Found,2012,0.0,0.0
Northwest Africa 7491,Valid,L6,306.46,Found,2012,0.0,0.0
Northwest Africa 7492,Valid,L6,808.77,Found,2012,0.0,0.0
Northwest Africa 7493,Valid,Lunar (feldsp. breccia),503.0,Found,2012,0.0,0.0
Northwest Africa 7494,Valid,H6,3553.0,Found,2012,0.0,0.0
Northwest Africa 7495,Valid,L5,2144.67,Found,2012,0.0,0.0
Northwest Africa 7496,Valid,Eucrite-pmict,788.4,Found,2012,22.94781,-13.38527
Northwest Africa 7497,Valid,H4,423.0,Found,2012,0.0,0.0
Northwest Africa 7498,Valid,L4,1101.0,Found,2012,0.0,0.0
Northwest Africa 7499,Valid,Brachinite,320.0,Found,2012,0.0,0.0
Northwest Africa 7500,Valid,Martian (shergottite),2040.0,Found,2012,0.0,0.0
Northwest Africa 7503,Valid,L5-6,572.0,Found,2012,0.0,0.0
Northwest Africa 7504,Valid,L6,1680.0,Found,2012,0.0,0.0
Northwest Africa 7505,Valid,L5,45.75,Found,2003,0.0,0.0
Northwest Africa 7506,Valid,H5,106.3,Found,2003,0.0,0.0
Northwest Africa 7507,Valid,L5,35.1,Found,2003,0.0,0.0
Northwest Africa 7508,Valid,L4,280.5,Found,2003,0.0,0.0
Northwest Africa 7509,Valid,L5,51.6,Found,2003,0.0,0.0
Northwest Africa 7510,Valid,Howardite,196.0,Found,2012,0.0,0.0
Northwest Africa 7511,Valid,LL3,17.53,Found,2012,0.0,0.0
Northwest Africa 7512,Valid,R3,49.71,Found,2011,0.0,0.0
Northwest Africa 7513,Valid,L3.8,439.0,Found,2012,0.0,0.0
Northwest Africa 7514,Valid,R5,23620.0,Found,2005,0.0,0.0
Northwest Africa 7515,Valid,Eucrite,160.0,Found,2012,0.0,0.0
Northwest Africa 7516,Valid,Eucrite,77.0,Found,2012,0.0,0.0
Northwest Africa 7517,Valid,LL5,374.0,Found,2012,0.0,0.0
Northwest Africa 7518,Valid,LL4,650.14,Found,2012,0.0,0.0
Northwest Africa 7519,Valid,L4,2028.0,Found,2011,0.0,0.0
Northwest Africa 7520,Valid,H4,1550.0,Found,2012,0.0,0.0
Northwest Africa 7522,Valid,H4,126.8,Found,2007,0.0,0.0
Northwest Africa 7523,Valid,L5,614.6,Found,2007,0.0,0.0
Northwest Africa 7524,Valid,L5,759.0,Found,2007,0.0,0.0
Northwest Africa 7525,Valid,L5,73.4,Found,2008,0.0,0.0
Northwest Africa 7526,Valid,H6,34.2,Found,2006,0.0,0.0
Northwest Africa 7527,Valid,L5,80.0,Found,2007,0.0,0.0
Northwest Africa 7528,Valid,L5,154.2,Found,2007,0.0,0.0
Northwest Africa 7529,Valid,L5,189.3,Found,2007,0.0,0.0
Northwest Africa 7530,Valid,L6,254.0,Found,2003,0.0,0.0
Northwest Africa 7531,Valid,CR7,868.0,Found,2009,0.0,0.0
Northwest Africa 7532,Valid,Ureilite,210.0,Found,2007,0.0,0.0
Northwest Africa 7533,Valid,Achondrite-ung,84.0,Found,2012,0.0,0.0
Northwest Africa 7534,Valid,H6-melt breccia,736.0,Found,2012,0.0,0.0
Northwest Africa 7546,Valid,Howardite,128.0,Found,2012,0.0,0.0
Northwest Africa 7547,Valid,Eucrite-mmict,176.0,Found,2012,0.0,0.0
Northwest Africa 7548,Valid,L4,1300.0,Found,2012,0.0,0.0
Northwest Africa 7549,Valid,Eucrite-mmict,77.3,Found,2012,0.0,0.0
Northwest Africa 7550,Valid,CK4,225.0,Found,2012,0.0,0.0
Northwest Africa 7551,Valid,Eucrite-mmict,830.0,Found,2012,0.0,0.0
Northwest Africa 7552,Valid,Eucrite-mmict,1200.0,Found,2012,0.0,0.0
Northwest Africa 7555,Valid,Eucrite,300.0,Found,2012,0.0,0.0
Northwest Africa 7557,Valid,Howardite,270.0,Found,2011,0.0,0.0
Northwest Africa 7559,Valid,L5-6,267.0,Found,2011,0.0,0.0
Northwest Africa 7560,Valid,L6,1302.0,Found,2011,0.0,0.0
Northwest Africa 7561,Valid,L4,1063.0,Found,2011,0.0,0.0
Northwest Africa 7562,Valid,LL6,407.0,Found,2011,0.0,0.0
Northwest Africa 7563,Valid,L6,171.0,Found,2011,0.0,0.0
Northwest Africa 7564,Valid,L6,520.0,Found,2011,0.0,0.0
Northwest Africa 7565,Valid,H5,316.0,Found,2004,0.0,0.0
Northwest Africa 7566,Valid,LL3-6,51.0,Found,2012,0.0,0.0
Northwest Africa 7568,Valid,CM2,12.0,Found,2012,0.0,0.0
Northwest Africa 7569,Valid,CK5,41.0,Found,2012,0.0,0.0
Northwest Africa 7570,Valid,Eucrite,402.0,Found,2012,0.0,0.0
Northwest Africa 7571,Valid,Eucrite-pmict,754.0,Found,2012,0.0,0.0
Northwest Africa 7574,Valid,Eucrite-pmict,90.0,Found,2012,0.0,0.0
Northwest Africa 7575,Valid,LL6,246.0,Found,2012,0.0,0.0
Northwest Africa 7576,Valid,Howardite,277.0,Found,2011,0.0,0.0
Northwest Africa 7577,Valid,H3,31.0,Found,2012,0.0,0.0
Northwest Africa 7578,Valid,LL6,51.0,Found,2012,0.0,0.0
Northwest Africa 7582,Valid,L6,126.0,Found,2012,0.0,0.0
Northwest Africa 7584,Valid,L6,195.0,Found,2012,0.0,0.0
Northwest Africa 7586,Valid,L-melt rock,51.0,Found,2012,0.0,0.0
Northwest Africa 7587,Valid,L6,1877.0,Found,2012,0.0,0.0
Northwest Africa 7588,Valid,L6,1963.0,Found,2012,0.0,0.0
Northwest Africa 7589,Valid,CV3,864.0,Found,2012,0.0,0.0
Northwest Africa 7591,Valid,L6,26.0,Found,2012,0.0,0.0
Northwest Africa 7592,Valid,R3,825.0,Found,2009,0.0,0.0
Northwest Africa 7593,Valid,H4,81.4,Found,2003,0.0,0.0
Northwest Africa 7594,Valid,L6,176.5,Found,2003,0.0,0.0
Northwest Africa 7595,Valid,L6,320.8,Found,2003,0.0,0.0
Northwest Africa 7596,Valid,L6,255.1,Found,2003,0.0,0.0
Northwest Africa 7597,Valid,L6,146.4,Found,2003,0.0,0.0
Northwest Africa 7598,Valid,L6,97.5,Found,2003,0.0,0.0
Northwest Africa 7605,Valid,Brachinite,320.0,Found,2012,0.0,0.0
Northwest Africa 7606,Valid,LL3.4,159.0,Found,2012,0.0,0.0
Northwest Africa 7607,Valid,LL3.4,111.0,Found,2012,0.0,0.0
Northwest Africa 7608,Valid,Diogenite,413.0,Found,2012,0.0,0.0
Northwest Africa 7609,Valid,Eucrite,249.0,Found,2012,0.0,0.0
Northwest Africa 7610,Valid,LL5-6,1086.0,Found,2009,0.0,0.0
Northwest Africa 7611,Valid,Lunar,916.0,Found,2012,0.0,0.0
Northwest Africa 7612,Valid,LL4,193.0,Found,2011,0.0,0.0
Northwest Africa 7613,Valid,CV3,222.0,Found,2011,0.0,0.0
Northwest Africa 7614,Valid,LL3,226.0,Found,2011,0.0,0.0
Northwest Africa 7615,Valid,CK6,1100.0,Found,2012,0.0,0.0
Northwest Africa 7616,Valid,L5,402.0,Found,2011,0.0,0.0
Northwest Africa 7617,Valid,H4,700.0,Found,2011,0.0,0.0
Northwest Africa 7618,Valid,H4,140.0,Found,2011,0.0,0.0
Northwest Africa 7619,Valid,H4,154.0,Found,2011,0.0,0.0
Northwest Africa 7620,Valid,EL6,147.0,Found,2011,0.0,0.0
Northwest Africa 7621,Valid,H5,29.0,Found,2011,0.0,0.0
Northwest Africa 7622,Valid,H3,61.0,Found,2011,0.0,0.0
Northwest Africa 7623,Valid,L5,46.0,Found,2011,0.0,0.0
Northwest Africa 7624,Valid,H5,41.3,Found,2011,0.0,0.0
Northwest Africa 7625,Valid,H4,99.5,Found,2011,0.0,0.0
Northwest Africa 7626,Valid,H-melt breccia,60.0,Found,2011,0.0,0.0
Northwest Africa 7627,Valid,H-melt breccia,31.0,Found,2011,0.0,0.0
Northwest Africa 7628,Valid,L5,19.7,Found,2011,0.0,0.0
Northwest Africa 7629,Valid,L~5,148.0,Found,2007,0.0,0.0
Northwest Africa 7635,Valid,Martian (shergottite),195.8,Found,2012,0.0,0.0
Northwest Africa 7638,Valid,L4,62.8,Found,2006,0.0,0.0
Northwest Africa 7648,Valid,LL4,145.0,Found,2012,0.0,0.0
Northwest Africa 7649,Valid,H4,270.0,Found,2012,0.0,0.0
Northwest Africa 765,Valid,CK4/5,767.0,Found,2000,31.56667,-4.51667
Northwest Africa 7650,Valid,L6,11115.0,Found,2012,0.0,0.0
Northwest Africa 7651,Valid,Eucrite-cm,2480.0,Found,2012,0.0,0.0
Northwest Africa 7652,Valid,L3.6,247.0,Found,2012,0.0,0.0
Northwest Africa 7653,Valid,L5,106.0,Found,2012,0.0,0.0
Northwest Africa 7654,Valid,L5,6288.0,Found,2012,0.0,0.0
Northwest Africa 7655,Valid,CR2,250.0,Found,2012,0.0,0.0
Northwest Africa 7656,Valid,L3.3,2230.0,Found,2012,0.0,0.0
Northwest Africa 7657,Valid,Mesosiderite,2280.0,Found,2012,0.0,0.0
Northwest Africa 7658,Valid,L3.5,109.0,Found,2012,0.0,0.0
Northwest Africa 7659,Valid,H4,295.7,Found,2011,0.0,0.0
Northwest Africa 7661,Valid,L5,100.0,Found,2011,0.0,0.0
Northwest Africa 7662,Valid,L5,882.0,Found,2011,24.77583,-14.56283
Northwest Africa 7663,Valid,LL5-6,276.6,Found,2011,0.0,0.0
Northwest Africa 7664,Valid,L5-6,897.0,Found,2002,0.0,0.0
Northwest Africa 7666,Valid,LL6,442.0,Found,2012,0.0,0.0
Northwest Africa 7667,Valid,L4,172.0,Found,2012,0.0,0.0
Northwest Africa 7668,Valid,H4,2500.0,Found,2012,0.0,0.0
Northwest Africa 767,Valid,L4,5146.0,Found,2000,30.63583,-5.08833
Northwest Africa 7675,Valid,L5,663.0,Found,2012,0.0,0.0
Northwest Africa 7678,Valid,CV3,4236.0,Found,2012,0.0,0.0
Northwest Africa 7679,Valid,L6,241.0,Found,2012,0.0,0.0
Northwest Africa 768,Valid,H4,1708.0,Found,2000,28.00083,-9.27
Northwest Africa 7680,Valid,Achondrite-ung,123.72,Found,2011,0.0,0.0
Northwest Africa 7681,Valid,LL5,846.0,Found,2012,0.0,0.0
Northwest Africa 7682,Valid,Eucrite,73.0,Found,2012,0.0,0.0
Northwest Africa 7683,Valid,L3.6,609.0,Found,2012,0.0,0.0
Northwest Africa 7684,Valid,H4,314.0,Found,2011,0.0,0.0
Northwest Africa 7685,Valid,H6,73.9,Found,2005,0.0,0.0
Northwest Africa 7686,Valid,Ureilite,3146.0,Found,2012,0.0,0.0
Northwest Africa 7687,Valid,L5-6,288.0,Found,2011,0.0,0.0
Northwest Africa 7688,Valid,LL3,232.0,Found,2011,0.0,0.0
Northwest Africa 7689,Valid,L3,181.0,Found,2011,0.0,0.0
Northwest Africa 769,Valid,Eucrite,712.0,Found,2000,31.7025,-4.96833
Northwest Africa 7690,Valid,CV3,125.0,Found,2011,0.0,0.0
Northwest Africa 7691,Valid,LL6,275.0,Found,2011,0.0,0.0
Northwest Africa 7692,Valid,CV3,444.0,Found,2012,0.0,0.0
Northwest Africa 7693,Valid,L5,3800.0,Found,2012,0.0,0.0
Northwest Africa 7694,Valid,H5,1316.0,Found,2012,0.0,0.0
Northwest Africa 7695,Valid,CO3,50.0,Found,2012,0.0,0.0
Northwest Africa 7696,Valid,CK6,120.0,Found,2012,0.0,0.0
Northwest Africa 7697,Valid,CV3,100.0,Found,2012,0.0,0.0
Northwest Africa 7698,Valid,Ureilite,15.0,Found,2012,0.0,0.0
Northwest Africa 7699,Valid,H6,81.0,Found,2010,0.0,0.0
Northwest Africa 770,Valid,CH3,18.1,Found,2000,20.34667,-11.83383
Northwest Africa 7701,Valid,CK6,55.0,Found,2010,0.0,0.0
Northwest Africa 7702,Valid,Eucrite-pmict,50.0,Found,2011,0.0,0.0
Northwest Africa 7703,Valid,H6,123.0,Found,2011,0.0,0.0
Northwest Africa 7705,Valid,Eucrite-pmict,124.0,Found,2012,0.0,0.0
Northwest Africa 7706,Valid,Eucrite-pmict,279.0,Found,2012,0.0,0.0
Northwest Africa 7707,Valid,L6,2441.0,Found,2012,0.0,0.0
Northwest Africa 7708,Valid,Mesosiderite,87.0,Found,2012,0.0,0.0
Northwest Africa 771,Valid,Ureilite,313.0,Found,2000,26.56,-11.5555
Northwest Africa 7710,Valid,LL5,211.0,Found,2012,0.0,0.0
Northwest Africa 7711,Valid,LL5-6,487.0,Found,2012,0.0,0.0
Northwest Africa 7712,Valid,R3-6,53.0,Found,2012,0.0,0.0
Northwest Africa 7713,Valid,H5,1255.0,Found,2012,0.0,0.0
Northwest Africa 7714,Valid,Howardite,119.0,Found,2012,0.0,0.0
Northwest Africa 7717,Valid,H4,85.0,Found,2012,0.0,0.0
Northwest Africa 772,Valid,CK3,71.0,Found,2000,26.44933,-11.6935
Northwest Africa 7720,Valid,H4,2500.0,Found,2012,0.0,0.0
Northwest Africa 7721,Valid,Martian (shergottite),32.0,Found,2012,0.0,0.0
Northwest Africa 7722,Valid,L6,155.0,Found,2012,0.0,0.0
Northwest Africa 7724,Valid,L6,1000.0,Found,2012,0.0,0.0
Northwest Africa 7729,Valid,LL5,250.0,Found,2012,0.0,0.0
Northwest Africa 773,Valid,Lunar (norite),633.0,Found,2000,26.76667,-12.81667
Northwest Africa 7730,Valid,LL3.4,373.0,Found,2012,0.0,0.0
Northwest Africa 7731,Valid,L3.00,81.0,Found,2012,0.0,0.0
Northwest Africa 7732,Valid,H6,550.0,Found,2012,0.0,0.0
Northwest Africa 7733,Valid,LL5-6,1835.0,Found,2012,0.0,0.0
Northwest Africa 7734,Valid,LL4-6,1900.0,Found,2012,0.0,0.0
Northwest Africa 7735,Valid,L4,210.0,Found,2012,0.0,0.0
Northwest Africa 7736,Valid,LL6,490.0,Found,2012,0.0,0.0
Northwest Africa 7737,Valid,L6,874.0,Found,2012,0.0,0.0
Northwest Africa 7738,Valid,L6,868.0,Found,2012,0.0,0.0
Northwest Africa 7739,Valid,L3,140.0,Found,2012,0.0,0.0
Northwest Africa 7740,Valid,H4,32.0,Found,2012,0.0,0.0
Northwest Africa 7741,Valid,H6,70.0,Found,2012,0.0,0.0
Northwest Africa 7742,Valid,H4,112.0,Found,2012,0.0,0.0
Northwest Africa 7743,Valid,H4/5,320.0,Found,2010,0.0,0.0
Northwest Africa 7744,Valid,L3,150.0,Found,2012,0.0,0.0
Northwest Africa 7745,Valid,LL3,250.0,Found,2012,0.0,0.0
Northwest Africa 7746,Valid,LL6,15.0,Found,2012,0.0,0.0
Northwest Africa 7747,Valid,Eucrite-pmict,70.0,Found,2012,0.0,0.0
Northwest Africa 7748,Valid,LL4-6,300.0,Found,2012,0.0,0.0
Northwest Africa 7749,Valid,Ureilite,25.0,Found,2012,0.0,0.0
Northwest Africa 7750,Valid,Ureilite,10.0,Found,2012,0.0,0.0
Northwest Africa 7751,Valid,L5,20000.0,Found,2010,0.0,0.0
Northwest Africa 7752,Valid,LL4-6,160.0,Found,2011,0.0,0.0
Northwest Africa 7753,Valid,LL6,2600.0,Found,2011,0.0,0.0
Northwest Africa 7754,Valid,CK5,305.0,Found,2012,0.0,0.0
Northwest Africa 7755,Valid,Martian (shergottite),30.0,Found,2013,0.0,0.0
Northwest Africa 7756,Valid,Eucrite,124.0,Found,2010,0.0,0.0
Northwest Africa 7757,Valid,H5,13000.0,Found,2012,0.0,0.0
Northwest Africa 7758,Valid,L5,80.0,Found,2011,0.0,0.0
Northwest Africa 7759,Valid,H5,730.0,Found,2011,0.0,0.0
Northwest Africa 7760,Valid,H6,461.0,Found,2011,0.0,0.0
Northwest Africa 7761,Valid,H5,91.0,Found,2011,0.0,0.0
Northwest Africa 7762,Valid,L5,269.0,Found,2011,0.0,0.0
Northwest Africa 7763,Valid,H4,95.0,Found,2011,0.0,0.0
Northwest Africa 7764,Valid,L5,31.5,Found,2011,0.0,0.0
Northwest Africa 7765,Valid,H4,49.8,Found,2011,0.0,0.0
Northwest Africa 7766,Valid,EL6,71.9,Found,2011,0.0,0.0
Northwest Africa 7769,Valid,H6,30.1,Found,2011,0.0,0.0
Northwest Africa 7770,Valid,H5,4920.0,Found,2012,0.0,0.0
Northwest Africa 7771,Valid,H5,220.5,Found,2012,0.0,0.0
Northwest Africa 7772,Valid,L5,29.2,Found,2012,0.0,0.0
Northwest Africa 7773,Valid,H4,33.2,Found,2012,0.0,0.0
Northwest Africa 7776,Valid,L5,2073.0,Found,2012,0.0,0.0
Northwest Africa 7777,Valid,H3.8,1352.3,Found,2012,0.0,0.0
Northwest Africa 7778,Valid,LL4-6,235.8,Found,2012,0.0,0.0
Northwest Africa 7779,Valid,Eucrite,49.3,Found,2012,0.0,0.0
Northwest Africa 778,Valid,H4,9747.0,Found,1999,29.41667,-5.26667
Northwest Africa 7780,Valid,Eucrite,26.9,Found,2012,0.0,0.0
